,Longitude,Latitude,Date,Survey_Type
146899,77_0.3 W,38_55.28 N,14-Dec-84,transect
122137,77_1.37 W,38_55.66 N,16-Dec-84,TRANSECT
151400,77_2.54 W,38_55.2 N,17-Dec-84,transect
1167,77_2.3 W,38_57.51 N,20-Dec-84,transect
186087,77_1.74 W,38_54.67 N,21-Dec-84,transect
141200,77_0.4 W,38_55.36 N,24-Dec-84,Transect2
7051,77_0.47 W,38_57.42 N,30-Dec-84,transect_2
147789,77_0.84 W,38_55.26 N,02-Jan-85,Transect1
45581,77_3.63 W,38_56.83 N,19-Jan-85,Transect3
36062,77_3.99 W,38_56.97 N,20-Jan-85,Transect5
25671,77_2.51 W,38_57.49 N,30-Jan-85,transect
146081,77_3.52 W,38_55.28 N,31-Jan-85,second_transect
101966,77_3.83 W,38_55.96 N,15-Feb-85,transect
204109,77_1.65 W,38_54.4 N,22-Feb-85,transect
152868,77_2.11 W,38_55.18 N,16-Mar-85,transect
76665,77_1.07 W,38_56.35 N,17-Mar-85,transect
116765,77_2.84 W,38_55.74 N,22-Mar-85,transect 
121759,77_0.47 W,38_55.66 N,27-Mar-85,transect
113865,77_3.37 W,38_55.78 N,28-Mar-85,transect
139169,77_1.67 W,38_55.39 N,06-Apr-85,transect
125895,77_1.69 W,38_55.6 N,11-Apr-85,transect
50521,77_1.76 W,38_56.75 N,16-Apr-85,transect
137215,77_2.21 W,38_55.42 N,01-May-85,transect
56268,77_1.21 W,38_56.67 N,07-May-85,transect
29535,77_2.98 W,38_57.07 N,09-May-85,transect
117015,77_0.51 W,38_55.74 N,17-May-85,Transect3
101516,77_3.6 W,38_55.97 N,20-May-85,transect 
110282,77_1.41 W,38_55.84 N,24-May-85,transect
158046,77_2.44 W,38_55.1 N,30-May-85,transect
89759,77_2.73 W,38_56.15 N,11-Jun-85,thirdtransect
134098,77_0.33 W,38_55.47 N,25-Jun-85,TRANSECT
144613,77_3.95 W,38_55.31 N,17-Jul-85,transect
109728,77_2.16 W,38_55.84 N,29-Jul-85,transect
155718,77_2.05 W,38_55.14 N,04-Aug-85,Transect
12172,77_1.34 W,38_57.34 N,05-Aug-85,transect1
87627,77_0.51 W,38_56.19 N,06-Aug-85,transect
29298,77_0.76 W,38_57.08 N,12-Aug-85,thirdtransect
100701,77_2.36 W,38_55.98 N,14-Aug-85,transect
80504,77_0.63 W,38_56.3 N,23-Aug-85,transect
112473,77_3.09 W,38_55.8 N,24-Aug-85,transect
207736,77_3.19 W,38_54.34 N,01-Sep-85,transect
131884,77_3.3 W,38_55.5 N,05-Sep-85,first_transect
98163,77_3.93 W,38_56.02 N,08-Sep-85,transects
74267,77_1.33 W,38_56.39 N,11-Sep-85,transect
47613,77_2.36 W,38_56.8 N,12-Sep-85,transect_2
28657,77_2.32 W,38_57.09 N,16-Sep-85,Transect1
14179,77_0.3 W,38_57.31 N,18-Sep-85,transect1
109814,77_1.36 W,38_55.84 N,02-Oct-85,transect
71221,77_3.22 W,38_56.43 N,06-Oct-85,transect
190090,77_4.2 W,38_54.61 N,17-Oct-85,transect_2
141001,77_2.27 W,38_55.36 N,24-Oct-85,transect
64811,77_1.11 W,38_56.54 N,12-Nov-85,transects
210430,77_0.16 W,38_54.3 N,18-Nov-85,transect
17414,77_1.08 W,38_57.26 N,28-Nov-85,transect
30849,77_3.99 W,38_57.05 N,07-Dec-85,transect_2
12863,77_1.19 W,38_57.51 N,10-Dec-85,transects
113922,77_2.84 W,38_55.78 N,31-Dec-85,transect4
160504,77_1.62 W,38_55.07 N,01-Jan-86,transect
36164,77_3.04 W,38_56.97 N,01-Jan-86,transect
144178,77_3.58 W,38_55.31 N,02-Jan-86,first_transect
133336,77_3.02 W,38_55.48 N,06-Jan-86,transect
28393,77_0.36 W,38_57.1 N,09-Jan-86,transect
138559,77_2.94 W,38_55.4 N,21-Jan-86,second_transect
192311,77_1.16 W,38_54.58 N,10-Feb-86,transect
165085,77_3.11 W,38_54.99 N,11-Feb-86,transect
204980,77_2.37 W,38_54.38 N,17-Feb-86,transect
91155,77_2.98 W,38_56.13 N,20-Feb-86,transect
106167,77_0 W,38_55.9 N,21-Feb-86,Transect4
94302,77_0.14 W,38_56.08 N,23-Feb-86,thirdtransect
117551,77_0.81 W,38_57.35 N,24-Feb-86,transect
42625,77_0.25 W,38_56.88 N,01-Mar-86,first_transect
189110,77_0.07 W,38_54.63 N,07-Mar-86,first_transect
80639,77_3.8 W,38_56.29 N,11-Mar-86,transect
216770,77_2.93 W,38_54.2 N,31-Mar-86,transect
150443,77_2.62 W,38_55.22 N,14-Apr-86,transect
185530,77_2.52 W,38_54.68 N,21-Apr-86,transect
105437,77_2.4 W,38_55.91 N,08-May-86,transect
107395,77_1.82 W,38_55.88 N,10-May-86,transects
35690,77_3.04 W,38_56.98 N,13-May-86,thirdtransect
89910,77_1.32 W,38_56.15 N,24-May-86,transect
68918,77_2.59 W,38_56.47 N,25-May-86,transect
177206,77_0.57 W,38_54.81 N,01-Jun-86,transect
47162,77_2.14 W,38_56.81 N,05-Jul-86,transect
97863,77_2.3 W,38_56.03 N,13-Jul-86,transect
117637,77_3.56 W,38_55.72 N,17-Jul-86,transect
105776,77_3.66 W,38_55.9 N,08-Aug-86,transect_2
12443,77_3.24 W,38_57.34 N,05-Sep-86,Transect2
133359,77_2.81 W,38_55.48 N,07-Sep-86,transect
103622,77_1.64 W,38_55.94 N,25-Sep-86,transect4
51280,77_3.53 W,38_56.74 N,05-Oct-86,transect
75930,77_3.51 W,38_56.36 N,19-Oct-86,transect
145225,77_2.66 W,38_55.3 N,07-Nov-86,transect3
126563,77_4.3 W,38_55.58 N,10-Nov-86,transect3
49687,77_0.69 W,38_56.77 N,13-Nov-86,transect
157057,77_2.83 W,38_55.12 N,28-Nov-86,first_transect
43360,77_2.24 W,38_56.86 N,30-Nov-86,Transect2
149163,77_1.29 W,38_55.24 N,01-Dec-86,transect
181712,77_2.76 W,38_54.74 N,05-Dec-86,Transect4
185556,77_2.27 W,38_54.68 N,07-Dec-86,thirdtransect
74567,77_2.96 W,38_56.38 N,09-Dec-86,transect
129405,77_4.32 W,38_55.54 N,19-Dec-86,transect
159580,77_1.4 W,38_55.08 N,21-Dec-86,transect
114696,77_0.03 W,38_55.77 N,28-Dec-86,transect
170217,77_3.87 W,38_54.91 N,07-Jan-87,transect
162704,77_3.21 W,38_55.03 N,10-Jan-87,transect
194302,77_0.27 W,38_54.55 N,17-Jan-87,transect 
42892,77_2.18 W,38_56.87 N,03-Feb-87,first_transect
212544,77_2.55 W,38_54.27 N,08-Feb-87,transect1
43831,77_2.27 W,38_56.86 N,11-Feb-87,transect
175389,77_4.27 W,38_54.83 N,18-Feb-87,transect
54232,77_2.52 W,38_56.7 N,21-Feb-87,transect
164983,77_4.06 W,38_54.99 N,25-Feb-87,transect
97850,77_2.42 W,38_56.03 N,13-Mar-87,transect_2
124625,77_0.26 W,38_55.62 N,15-Mar-87,transect
135485,77_0.66 W,38_55.45 N,18-Mar-87,transect
110055,77_3.54 W,38_55.84 N,23-Mar-87,first_transect
142051,77_1.31 W,38_55.35 N,25-Mar-87,Transect1
212466,77_3.28 W,38_54.27 N,26-Mar-87,transect 
77048,77_1.92 W,38_56.35 N,01-Apr-87,transect
19893,77_0.06 W,38_57.23 N,19-Apr-87,transect
143359,77_2.38 W,38_55.33 N,29-Apr-87,Transect3
70701,77_3.65 W,38_56.44 N,02-May-87,transect
135473,77_0.77 W,38_55.45 N,03-May-87,transect3
63631,77_3.27 W,38_56.55 N,08-May-87,transect
102335,77_0.38 W,38_55.96 N,10-May-87,transect 
25454,77_1.25 W,38_57.14 N,12-May-87,first_transect
39039,77_2.75 W,38_56.93 N,15-May-87,Transect5
172684,77_2.97 W,38_54.88 N,16-May-87,transects
174042,77_3.56 W,38_54.86 N,19-May-87,transect
25296,77_2.72 W,38_57.14 N,24-May-87,first_transect
194824,77_4.26 W,38_54.54 N,26-May-87,Transect5
215023,77_1.54 W,38_54.23 N,29-May-87,transect3
173629,77_2.99 W,38_54.86 N,31-May-87,thirdtransect
144164,77_3.71 W,38_55.31 N,03-Jun-87,transect
84567,77_2.53 W,38_56.23 N,09-Jun-87,thirdtransect
66256,77_0.89 W,38_56.51 N,11-Jun-87,second_transect
206242,77_3.86 W,38_54.36 N,13-Jun-87,transect
100638,77_2.95 W,38_55.98 N,27-Jun-87,transect_2
186713,77_0.32 W,38_54.67 N,05-Jul-87,second_transect
109192,77_2.74 W,38_55.85 N,17-Jul-87,transect
156659,77_2.12 W,38_55.12 N,28-Jul-87,transect
61447,77_1.54 W,38_56.59 N,09-Aug-87,transect
199744,77_2.57 W,38_54.46 N,29-Aug-87,transect_2
163079,77_4.14 W,38_55.02 N,08-Sep-87,transect
188762,77_3.32 W,38_54.63 N,18-Sep-87,transect
96419,77_2.51 W,38_56.05 N,19-Sep-87,transect3
140736,77_0.31 W,38_55.37 N,05-Oct-87,transect
86139,77_1.12 W,38_56.21 N,06-Oct-87,transect
107477,77_1.05 W,38_55.88 N,09-Oct-87,transect
87886,77_2.52 W,38_56.18 N,11-Oct-87,transect
11479,77_3.39 W,38_57.35 N,12-Oct-87,transect
70806,77_2.67 W,38_56.44 N,23-Oct-87,Transect5
120998,77_3.15 W,38_55.67 N,26-Oct-87,Transect5
100711,77_2.27 W,38_55.98 N,02-Nov-87,Transect
215075,77_1.05 W,38_54.23 N,03-Nov-87,transect3
54760,77_2.01 W,38_56.69 N,15-Nov-87,transect
204105,77_1.69 W,38_54.4 N,26-Nov-87,transect
172805,77_1.83 W,38_54.88 N,16-Dec-87,transect
106653,77_4.32 W,38_55.89 N,18-Dec-87,transect4
165720,77_1.6 W,38_54.99 N,20-Dec-87,transect
154443,77_0.68 W,38_55.16 N,21-Dec-87,transect
134576,77_0.29 W,38_55.47 N,29-Dec-87,transect
39461,77_3.24 W,38_56.92 N,02-Jan-88,transect
204241,77_0.41 W,38_54.4 N,03-Jan-88,transect
85592,77_1.81 W,38_56.22 N,05-Jan-88,transect
96742,77_3.92 W,38_56.04 N,15-Jan-88,first_transect
164038,77_4.03 W,38_55.01 N,03-Feb-88,transect3
56327,77_0.66 W,38_56.67 N,05-Feb-88,first_transect
51469,77_1.76 W,38_56.74 N,24-Feb-88,transect
80625,77_3.93 W,38_56.29 N,28-Feb-88,thirdtransect
157186,77_1.62 W,38_55.12 N,02-Mar-88,transect
172382,77_1.36 W,38_54.88 N,19-Mar-88,transect3
27669,77_2.7 W,38_57.1 N,21-Mar-88,transect
1506,77_3.56 W,38_57.5 N,23-Mar-88,Transect4
33799,77_2.99 W,38_57.01 N,03-Apr-88,transect
212189,77_1.44 W,38_54.27 N,09-Apr-88,transect
184408,77_4.14 W,38_54.7 N,11-Apr-88,Transect5
54551,77_3.97 W,38_56.69 N,13-Apr-88,transect3
151672,76_59.99 W,38_55.2 N,15-Apr-88,Transect4
176021,77_2.79 W,38_54.83 N,22-Apr-88,second_transect
114731,77_4.14 W,38_55.76 N,29-Apr-88,transect
95400,77_3.17 W,38_56.06 N,05-May-88,transect
207835,77_2.27 W,38_54.34 N,13-May-88,transect
110983,77_3.72 W,38_55.82 N,19-May-88,first_transect
54562,77_3.86 W,38_56.69 N,18-Jun-88,transect4
183777,77_1.18 W,38_54.71 N,03-Jul-88,Transect3
194130,77_1.88 W,38_54.55 N,09-Jul-88,thirdtransect
166334,77_0.29 W,38_54.98 N,16-Jul-88,Transect4
119292,77_1.38 W,38_55.7 N,21-Jul-88,Transect
54280,77_2.07 W,38_56.7 N,22-Jul-88,transect
141356,77_3.38 W,38_55.36 N,26-Jul-88,transect
115322,77_3.04 W,38_55.76 N,28-Jul-88,transect
181569,77_4.1 W,38_54.74 N,06-Aug-88,transects
159234,77_0.2 W,38_55.09 N,08-Aug-88,transect
38370,77_0.14 W,38_56.94 N,13-Aug-88,transect
100830,77_1.15 W,38_55.98 N,13-Sep-88,Transect5
91264,77_1.96 W,38_56.13 N,17-Sep-88,Transect1
166871,77_4.14 W,38_54.96 N,21-Sep-88,Transect2
178830,77_3.12 W,38_54.78 N,26-Sep-88,transect
113271,77_0.06 W,38_55.79 N,02-Oct-88,transect
161533,77_0.86 W,38_55.05 N,05-Oct-88,transect
145242,77_2.5 W,38_55.3 N,06-Oct-88,Transect4
59990,77_1.86 W,38_56.61 N,09-Oct-88,Transect2
209342,77_1.47 W,38_54.32 N,20-Oct-88,transect
153193,77_3.5 W,38_55.18 N,07-Nov-88,transect
35762,77_2.37 W,38_56.98 N,09-Nov-88,transect
73656,77_2.61 W,38_56.4 N,11-Nov-88,transect
165190,77_2.12 W,38_54.99 N,12-Nov-88,Transect1
17389,77_1.31 W,38_57.26 N,16-Nov-88,transect4
56023,77_3.5 W,38_56.67 N,17-Nov-88,transect
164489,77_4.25 W,38_55 N,18-Nov-88,transect
140668,77_0.95 W,38_55.37 N,22-Nov-88,transect
180374,77_1.98 W,38_54.76 N,24-Nov-88,transect3
132868,77_2.97 W,38_55.49 N,29-Nov-88,TRANSECT
159864,77_3.17 W,38_55.07 N,02-Dec-88,transect
113379,77_3.48 W,38_55.79 N,03-Dec-88,thirdtransect
76402,77_3.53 W,38_56.35 N,04-Dec-88,transect
170443,77_1.76 W,38_54.91 N,05-Dec-88,transect
116166,77_4.01 W,38_55.74 N,09-Dec-88,first_transect
123488,77_2.03 W,38_55.63 N,10-Dec-88,transect
176266,77_0.5 W,38_54.83 N,17-Dec-88,transect
93529,77_2.94 W,38_56.09 N,18-Dec-88,transect
153729,77_2.92 W,38_55.17 N,30-Dec-88,transect_2
179791,77_2.99 W,38_54.77 N,08-Jan-89,transect
40143,77_1.29 W,38_56.91 N,29-Jan-89,transect 
136080,77_3.96 W,38_55.44 N,30-Jan-89,TRANSECT
142261,77_3.78 W,38_55.34 N,05-Feb-89,transect
37293,77_1.35 W,38_56.96 N,20-Feb-89,transect
170244,77_3.62 W,38_54.91 N,25-Feb-89,transect
75496,77_3.13 W,38_56.37 N,04-Mar-89,transect
121583,77_2.12 W,38_55.66 N,05-Mar-89,Transect
207725,77_3.29 W,38_54.34 N,07-Mar-89,transect
91069,77_3.78 W,38_56.13 N,09-Mar-89,transect
92854,77_0.39 W,38_56.11 N,16-Mar-89,transect
215774,77_3.38 W,38_54.22 N,19-Mar-89,transect
52459,77_1.37 W,38_56.73 N,29-Mar-89,transect
70752,77_3.17 W,38_56.44 N,02-Apr-89,Transect1
187022,77_1.86 W,38_54.66 N,03-Apr-89,transect
76296,77_0.09 W,38_56.36 N,08-Apr-89,thirdtransect
121213,77_1.14 W,38_55.67 N,12-Apr-89,transect
84299,77_0.6 W,38_56.24 N,13-Apr-89,transect 
141126,77_1.1 W,38_55.36 N,16-Apr-89,first_transect
152834,77_2.42 W,38_55.18 N,22-Apr-89,transect
11649,77_1.8 W,38_57.35 N,28-Apr-89,transect
182670,77_2.67 W,38_54.72 N,29-Apr-89,transect
12379,77_3.84 W,38_57.34 N,02-May-89,transect
36072,77_3.9 W,38_56.97 N,06-May-89,Transect
109026,77_4.29 W,38_55.85 N,07-May-89,thirdtransect
59111,77_1.22 W,38_56.62 N,08-May-89,transect 
184023,77_3.31 W,38_54.7 N,10-May-89,transect
73557,77_3.54 W,38_56.4 N,12-May-89,transect
166041,77_3.03 W,38_54.98 N,17-May-89,second_transect
66355,76_59.96 W,38_56.51 N,20-May-89,transect
163140,77_3.56 W,38_55.02 N,23-May-89,transect
190610,77_3.77 W,38_54.6 N,25-May-89,transect
59795,77_3.69 W,38_56.61 N,30-May-89,transect
51696,77_4.07 W,38_56.73 N,31-May-89,transect
32554,77_1.34 W,38_57.03 N,06-Jun-89,transect
134343,77_2.47 W,38_55.47 N,15-Jun-89,thirdtransect
179232,77_3.79 W,38_54.78 N,16-Jun-89,transect
217119,77_4.1 W,38_54.19 N,26-Jun-89,transect
78453,77_2.08 W,38_56.33 N,10-Jul-89,transects
44192,77_3.32 W,38_56.85 N,19-Jul-89,transect
96870,77_2.72 W,38_56.04 N,20-Jul-89,transect
160627,77_0.47 W,38_55.07 N,21-Jul-89,transect1
151284,77_3.62 W,38_55.2 N,25-Jul-89,transect
157918,77_3.64 W,38_55.1 N,02-Aug-89,transect4
125676,77_3.73 W,38_55.6 N,04-Aug-89,transect
193351,77_0.3 W,38_54.56 N,06-Aug-89,Transect1
114503,77_1.83 W,38_55.77 N,12-Aug-89,transect_2
76167,77_1.29 W,38_56.36 N,15-Aug-89,transect 
196481,77_2.06 W,38_54.51 N,25-Aug-89,transect
134557,77_0.47 W,38_55.47 N,02-Sep-89,transect
180810,77_2.33 W,38_54.75 N,08-Sep-89,Transect5
37197,77_2.25 W,38_56.96 N,09-Sep-89,transect
12077,77_2.23 W,38_57.34 N,15-Sep-89,transect
30472,77_3.08 W,38_57.06 N,18-Sep-89,transect
136145,77_3.35 W,38_55.44 N,19-Sep-89,transect
166870,77_4.14 W,38_54.96 N,30-Sep-89,transect
188542,77_0.95 W,38_54.64 N,02-Oct-89,Transect2
94340,77_4.22 W,38_56.08 N,11-Oct-89,transect
197913,77_1.97 W,38_54.49 N,14-Oct-89,transect
204028,77_2.41 W,38_54.4 N,19-Oct-89,transect
211804,77_0.61 W,38_54.28 N,23-Oct-89,transect
97157,77_0.04 W,38_56.04 N,25-Oct-89,transect
109685,77_2.56 W,38_55.84 N,27-Oct-89,transect
138784,77_0.83 W,38_55.4 N,10-Nov-89,first_transect
182747,77_1.95 W,38_54.72 N,12-Nov-89,transect
44660,77_3.38 W,38_56.84 N,13-Nov-89,Transect
73066,77_3.7 W,38_56.41 N,17-Nov-89,transect
16640,77_3.88 W,38_57.27 N,15-Dec-89,transect
82209,77_2.41 W,38_56.27 N,20-Dec-89,second_transect
100339,77_1.31 W,38_55.99 N,26-Dec-89,transect
27333,77_1.4 W,38_57.11 N,30-Dec-89,second_transect
85697,77_0.83 W,38_56.22 N,04-Jan-90,transect1
121417,77_3.67 W,38_55.66 N,05-Jan-90,transect
75370,77_4.31 W,38_56.37 N,08-Jan-90,transect
24461,77_1.67 W,38_57.15 N,18-Jan-90,transect3
119553,77_3.37 W,38_55.69 N,20-Jan-90,Transect5
145180,77_3.08 W,38_55.3 N,29-Jan-90,first_transect
196729,77_4.17 W,38_54.51 N,31-Jan-90,transect
216905,77_1.67 W,38_54.2 N,04-Feb-90,transect
193832,77_0.24 W,38_54.56 N,11-Feb-90,transect
161811,77_2.7 W,38_55.04 N,20-Feb-90,transect
161085,77_0.62 W,38_55.06 N,25-Feb-90,first_transect
70647,77_4.15 W,38_56.44 N,03-Mar-90,Transect1
195229,77_0.47 W,38_54.54 N,19-Mar-90,transect
159242,77_0.12 W,38_55.09 N,04-Apr-90,Transect1
83791,77_0.92 W,38_56.25 N,22-Apr-90,Transect1
49421,77_3.18 W,38_56.77 N,24-Apr-90,thirdtransect
182294,77_1.75 W,38_54.73 N,17-May-90,first_transect
216322,77_2.69 W,38_54.21 N,19-May-90,transect1
16094,77_0.12 W,38_57.28 N,26-May-90,transect
174224,77_1.86 W,38_54.86 N,01-Jun-90,transect_2
199538,77_0.07 W,38_54.47 N,02-Jun-90,transect
97355,77_2.62 W,38_56.03 N,15-Jun-90,transect
117028,77_0.39 W,38_55.74 N,17-Jun-90,transect
129008,77_3.6 W,38_55.55 N,19-Jun-90,transect
138123,77_2.58 W,38_55.41 N,21-Jun-90,transect
205736,77_4.16 W,38_54.37 N,10-Jul-90,transect
208683,77_3.2 W,38_54.32 N,15-Jul-90,transect3
21861,77_3.82 W,38_57.19 N,27-Jul-90,transect1
195494,77_2.42 W,38_54.53 N,29-Jul-90,Transect1
173006,76_59.96 W,38_54.88 N,04-Aug-90,Transect2
164047,77_3.95 W,38_55.01 N,14-Aug-90,TRANSECT
63502,77_0.05 W,38_56.56 N,31-Aug-90,transect4
30078,77_2.33 W,38_57.07 N,09-Sep-90,transect
107540,77_0.46 W,38_55.88 N,17-Sep-90,Transect
7107,76_59.95 W,38_57.42 N,08-Oct-90,Transect3
84159,77_1.91 W,38_56.24 N,11-Oct-90,transect
50100,77_1.26 W,38_56.76 N,15-Oct-90,Transect1
94535,77_2.4 W,38_56.08 N,18-Oct-90,transect
200784,77_1.71 W,38_54.45 N,17-Nov-90,Transect3
208842,77_1.71 W,38_54.32 N,22-Nov-90,Transect2
166929,77_3.59 W,38_54.96 N,01-Dec-90,thirdtransect
30252,77_0.7 W,38_57.07 N,05-Dec-90,second_transect
75741,77_0.84 W,38_56.37 N,13-Dec-90,Transect1
188777,77_3.18 W,38_54.63 N,25-Dec-90,transect3
124126,77_0.5 W,38_55.63 N,03-Jan-91,transect
9255,77_2.02 W,38_57.39 N,07-Jan-91,transect
207496,77_1 W,38_54.35 N,10-Jan-91,transect
57503,77_2.96 W,38_56.65 N,13-Jan-91,transect
211891,77_4.23 W,38_54.27 N,26-Jan-91,transect
76303,77_0.02 W,38_56.36 N,24-Mar-91,transect
101986,77_3.64 W,38_55.96 N,27-Mar-91,first_transect
119955,77_4.04 W,38_55.68 N,15-Apr-91,transect
60796,77_3.19 W,38_56.59 N,18-Apr-91,transect_2
159894,77_2.89 W,38_55.07 N,19-Apr-91,transect_2
57133,77_1.98 W,38_56.65 N,24-Apr-91,transect
93111,77_2.41 W,38_56.1 N,25-Apr-91,transect
140749,77_0.19 W,38_55.37 N,28-Apr-91,Transect1
16202,77_3.55 W,38_57.28 N,29-Apr-91,transect
117186,77_3.34 W,38_55.73 N,07-May-91,Transect
27155,77_3.07 W,38_57.11 N,12-May-91,transect
145769,77_2 W,38_55.29 N,16-May-91,transect
9221,77_2.34 W,38_57.39 N,18-May-91,transect_2
209931,77_0.39 W,38_54.31 N,19-May-91,transect
61973,77_1.05 W,38_56.58 N,22-May-91,second_transect
29961,77_3.42 W,38_57.07 N,24-May-91,transect
85885,77_3.5 W,38_56.21 N,29-May-91,TRANSECT
146806,77_1.17 W,38_55.28 N,30-May-91,transect
109722,77_2.22 W,38_55.84 N,13-Jun-91,transect
136021,77_0.08 W,38_55.44 N,19-Jun-91,transect3
82058,77_3.83 W,38_56.27 N,26-Jun-91,Transect
138128,77_2.54 W,38_55.41 N,30-Jun-91,transect
94374,77_3.9 W,38_56.08 N,02-Jul-91,transect
140113,77_1.7 W,38_55.38 N,12-Jul-91,transect
69833,77_2.9 W,38_56.46 N,18-Jul-91,transect
93062,77_2.87 W,38_56.1 N,25-Jul-91,Transect3
106017,77_1.4 W,38_55.9 N,05-Aug-91,thirdtransect
165974,77_3.66 W,38_54.98 N,08-Aug-91,transect
115488,77_1.49 W,38_55.76 N,11-Aug-91,transect
131549,77_2 W,38_55.51 N,20-Aug-91,transect3
113457,77_2.75 W,38_55.79 N,22-Aug-91,transect4
109962,76_59.97 W,38_55.84 N,21-Sep-91,first_transect
110578,77_3.08 W,38_55.83 N,28-Sep-91,transect
137696,77_2.14 W,38_55.42 N,07-Oct-91,Transect2
176354,77_4.11 W,38_54.82 N,24-Oct-91,transect
57820,76_59.99 W,38_56.65 N,05-Nov-91,transect
210381,77_0.62 W,38_54.3 N,09-Nov-91,transect_2
167338,77_4.2 W,38_54.96 N,17-Nov-91,first_transect
215070,77_1.1 W,38_54.23 N,05-Dec-91,transect
60210,77_4.24 W,38_56.6 N,06-Dec-91,first_transect
59736,77_4.24 W,38_56.61 N,16-Dec-91,transect
45814,77_1.45 W,38_56.83 N,20-Dec-91,Transect3
39992,77_2.7 W,38_56.91 N,21-Dec-91,transect
74399,77_0.1 W,38_56.39 N,15-Jan-92,transect
136312,77_1.79 W,38_55.44 N,16-Jan-92,TRANSECT
198310,77_2.69 W,38_54.48 N,20-Jan-92,transects
80528,77_0.4 W,38_56.3 N,27-Jan-92,transect
107586,77_0.03 W,38_55.88 N,27-Feb-92,transect
89335,77_2.27 W,38_56.16 N,02-Mar-92,transect
117883,77_1.26 W,38_55.72 N,04-Mar-92,transects
72834,77_1.43 W,38_56.41 N,06-Mar-92,transect
170770,77_3.13 W,38_54.91 N,21-Mar-92,first_transect
176584,77_1.96 W,38_54.82 N,26-Mar-92,transect
188218,77_3.98 W,38_54.64 N,01-Apr-92,Transect3
31841,77_3.57 W,38_57.04 N,07-Apr-92,Transect
44132,77_3.88 W,38_56.85 N,09-Apr-92,Transect3
81058,77_4.31 W,38_56.28 N,20-Apr-92,Transect5
16031,77_2.66 W,38_57.5 N,21-Apr-92,transect
85888,77_3.47 W,38_56.21 N,22-Apr-92,transect1
7430,77_1.36 W,38_57.42 N,30-Apr-92,second_transect
166450,77_3.64 W,38_54.97 N,01-May-92,transect
158593,77_1.76 W,38_55.1 N,02-May-92,transect_2
203936,77_3.27 W,38_54.4 N,17-May-92,transects
119158,77_2.63 W,38_55.7 N,20-May-92,Transect4
178096,77_1.11 W,38_54.8 N,23-May-92,transect
40814,77_3.88 W,38_56.9 N,29-May-92,thirdtransect
216884,77_1.86 W,38_54.2 N,04-Jun-92,Transect3
48972,77_2.88 W,38_57.45 N,07-Jun-92,transect
100582,77_3.47 W,38_55.98 N,15-Jun-92,Transect3
73745,77_1.78 W,38_56.4 N,18-Jun-92,transect
158033,77_2.56 W,38_55.1 N,19-Jun-92,second_transect
51501,77_1.46 W,38_56.74 N,30-Jun-92,transect
181725,77_2.64 W,38_54.74 N,01-Jul-92,transect_2
69094,77_0.95 W,38_56.47 N,19-Jul-92,first_transect
189816,77_2.33 W,38_54.62 N,20-Jul-92,transect
114290,77_3.83 W,38_55.77 N,24-Jul-92,transect1
13613,77_1.16 W,38_57.32 N,25-Jul-92,transect
79013,77_1.27 W,38_56.32 N,27-Jul-92,Transect
39989,77_2.73 W,38_56.91 N,29-Jul-92,transect
89685,77_3.42 W,38_56.15 N,04-Aug-92,transect1
160736,77_3.88 W,38_55.06 N,17-Aug-92,transect
126732,77_2.72 W,38_55.58 N,18-Aug-92,transect
119907,77_0.06 W,38_55.69 N,19-Aug-92,transect
150429,77_2.75 W,38_55.22 N,22-Aug-92,transect
171170,77_3.83 W,38_54.9 N,29-Aug-92,transect
67952,77_2.76 W,38_56.49 N,11-Sep-92,transect
88287,77_3.2 W,38_56.17 N,25-Sep-92,thirdtransect
157349,77_0.1 W,38_55.12 N,30-Sep-92,transect
91286,77_1.75 W,38_56.13 N,05-Oct-92,transect
81470,77_0.46 W,38_56.28 N,06-Oct-92,transect
213222,77_0.65 W,38_54.26 N,16-Oct-92,transect
199736,77_2.65 W,38_54.46 N,17-Oct-92,transect
30463,77_3.16 W,38_57.06 N,18-Oct-92,transect
64885,77_0.41 W,38_56.54 N,22-Oct-92,transect
183286,77_1.34 W,38_54.72 N,30-Oct-92,transect
147333,77_0.68 W,38_55.27 N,03-Nov-92,transect
116577,77_0.17 W,38_55.74 N,04-Nov-92,Transect2
6644,77_4.28 W,38_57.42 N,11-Nov-92,transect
142982,77_1.47 W,38_55.34 N,14-Nov-92,transect
188869,77_2.32 W,38_54.63 N,15-Nov-92,transect
41122,77_1 W,38_56.9 N,23-Nov-92,transect3
92017,77_3.78 W,38_56.11 N,28-Nov-92,transect
35852,77_1.53 W,38_56.98 N,01-Dec-92,Transect1
7144,77_4.03 W,38_57.42 N,07-Dec-92,transect
203622,77_1.77 W,38_54.4 N,09-Dec-92,Transect3
92389,77_0.3 W,38_56.11 N,18-Dec-92,transect
156203,77_1.95 W,38_55.13 N,20-Dec-92,transect
130368,77_4.18 W,38_55.52 N,22-Dec-92,transects
89272,77_0.66 W,38_57.39 N,31-Dec-92,Transect5
46282,77_0.97 W,38_57.46 N,06-Jan-93,transect
45892,77_0.72 W,38_56.83 N,09-Jan-93,transect
115616,77_0.29 W,38_55.76 N,10-Jan-93,transect
119072,77_3.43 W,38_55.7 N,12-Jan-93,transects
27771,77_1.74 W,38_57.1 N,14-Jan-93,Transect5
